id,V2,V4,V7,V17,V22,V24,V25,V27,Amount,Class
106066,-1.0755479969381228,-0.0171856726361409,0.4421990443062515,0.2134077236391732,0.513924217025223,0.9703680672710708,0.2483778359545677,-0.2585312595592824,11177.47,0
102005,-0.2251032620987905,-0.6589314511717268,0.7338245031385643,0.2224748549100187,0.1937846382259762,0.7637369778217821,-0.0133756158033601,-0.2675232567957853,7881.18,0
278450,-0.17033128331191,-1.149701778919966,0.4336238755074182,0.2320382049380639,-0.4815597475339127,-0.6298104471914823,-0.7066112902196171,-0.0280326681260467,3255.41,0
120218,-0.4373675501382572,-0.4806802929566002,0.4004372627541037,0.3256405466557742,-0.2832554431456243,-1.2505551529750685,0.5624628788777276,-0.2716040903286755,16052.42,0
258527,-0.1106356876069329,-0.2447701023016252,0.4379231252712079,0.5991945194957934,-1.2076847299366589,1.238108638308011,0.4614719794904377,0.0113443582831078,18197.45,0
179643,-0.7677915183650915,-2.27982341777239,0.8050777966245634,0.4388065344218014,0.8944632243703415,1.5824028082583972,-0.2955700046480444,-0.1989049327741577,16837.46,0
164566,-0.8259713527035809,-2.7358291048196945,0.4098358046350711,0.3429678343324818,-0.2206720629575708,-1.9547425697356409,1.1389324033230976,-0.262148269071366,14367.29,0
66593,-0.8968708549727135,-1.4273405592160542,0.1306024928330883,0.534548522823054,-0.7952775063103293,-0.2980059036475315,0.1837188101664455,-0.2043976342219551,7052.81,0
116962,-0.7456913509073173,-0.9722945046231556,0.4750415715863992,0.3235690495243955,-1.5807631140231928,0.0847098111797225,-0.1133900864946434,-0.3546950052026428,18141.06,0
237239,-0.1394489451075089,-0.0890181488379765,0.6375426831655493,1.0843884350936597,-0.2386585659769977,2.342886875737704,-2.4476910758916954,-0.0625162133639003,14000.97,0
271108,-1.1338476136179627,-1.252751312586729,-0.0119456527227588,0.2915463950082017,0.135076727708566,0.1974815070787289,-1.3914155117652436,-0.2605726306709496,21186.4,0
112540,-0.8286685533864938,-0.5609661449017903,0.2116240023560225,0.4858444847565739,-0.4303302120066811,-0.420857603616064,-0.1209271958032567,-0.3038295019238077,757.65,0
6964,-1.163286213827355,-0.7023310749287731,0.1518303348865889,0.7904032562285463,-0.1814680782085161,0.2987546029785184,0.6833998067600484,-0.5644631534363606,10838.31,0
105326,-1.1209943653681136,0.0266826762593955,0.434643434153696,0.3493544397105428,0.0779080006477878,0.7993271371802221,0.3563606843212603,-0.2815989265540958,18082.1,0
6566,-0.1173805512892805,-0.8611871059554813,0.5394020496843792,0.4099114672853305,-0.1189440628889618,-0.1872881348438021,-0.2238850754754957,-0.3053101546502992,10764.69,0
252519,-0.2435743305640225,0.6014133257504349,0.6580444577118634,0.256722867315402,-0.1340639522426284,0.951039937623378,0.3592896646921061,-0.318688763864116,8677.94,0
94488,-0.3771476859269177,-0.7542603209494216,0.5434701454476933,0.4698104558291671,-0.2831751064674945,-0.6825782818638636,-0.7319081564901313,-0.2146153957183985,11868.7,0
274632,-0.438399328248621,-0.4669430055173214,0.4327044376673281,0.5703253279900833,-0.8282734774746128,1.363967864849309,-0.651592384779163,-0.3218347388881429,14142.2,0
